date,datetime,temp,precip,windspeed,winddir,visibility,cloudcover,conditions
2025-02-11,2025-02-11T00:00:00,8.1,0.0,7.4,176.0,12.8,39.5,Partially cloudy
2025-02-11,2025-02-11T01:00:00,7.7,0.0,3.6,112.0,7.5,61.0,Partially cloudy
2025-02-11,2025-02-11T02:00:00,7.3,0.0,7.2,142.0,10.1,84.4,Partially cloudy
2025-02-11,2025-02-11T03:00:00,6.4,0.0,3.6,130.0,6.4,99.1,Overcast
2025-02-11,2025-02-11T04:00:00,6.6,0.0,5.2,111.0,2.1,90.0,Partially cloudy
2025-02-11,2025-02-11T05:00:00,5.7,0.0,5.4,138.0,11.0,49.1,Partially cloudy
2025-02-11,2025-02-11T06:00:00,4.3,0.0,1.8,62.0,8.4,51.8,Partially cloudy
2025-02-11,2025-02-11T07:00:00,4.0,0.0,0.4,131.0,6.1,84.9,Partially cloudy
2025-02-11,2025-02-11T08:00:00,3.4,0.0,3.8,27.0,4.6,39.1,Partially cloudy
2025-02-11,2025-02-11T09:00:00,3.9,0.0,5.1,349.0,7.2,30.0,Partially cloudy
2025-02-11,2025-02-11T10:00:00,7.3,0.0,0.6,37.0,16.1,13.5,Clear
2025-02-11,2025-02-11T11:00:00,9.0,0.0,5.4,209.0,23.7,53.1,Partially cloudy
2025-02-11,2025-02-11T12:00:00,10.2,0.0,2.5,281.0,22.7,40.0,Partially cloudy
2025-02-11,2025-02-11T13:00:00,11.6,0.0,7.8,184.0,25.3,44.7,Partially cloudy
2025-02-11,2025-02-11T14:00:00,12.9,0.0,11.0,160.0,27.5,88.0,Partially cloudy
2025-02-11,2025-02-11T15:00:00,13.9,0.0,8.9,161.0,27.5,78.6,Partially cloudy
2025-02-11,2025-02-11T16:00:00,14.1,0.0,7.6,175.0,28.3,78.1,Partially cloudy
2025-02-11,2025-02-11T17:00:00,13.4,0.0,2.7,99.0,27.5,77.4,Partially cloudy
2025-02-11,2025-02-11T18:00:00,12.8,0.0,7.5,137.0,27.5,96.2,Overcast
2025-02-11,2025-02-11T19:00:00,11.9,0.0,6.5,199.9,,100.0,Overcast
2025-02-11,2025-02-11T20:00:00,10.8,0.0,4.3,140.4,,100.0,Overcast
2025-02-11,2025-02-11T21:00:00,10.7,0.0,9.4,273.0,12.5,100.0,Overcast
2025-02-11,2025-02-11T22:00:00,10.0,0.0,9.4,168.0,8.9,90.4,Overcast
2025-02-11,2025-02-11T23:00:00,9.0,0.028,4.0,82.0,3.4,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T00:00:00,11.0,0.006,1.8,90.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T01:00:00,10.9,0.0,5.4,120.0,10.0,100.0,Overcast
2025-03-01,2025-03-01T02:00:00,9.0,0.003,1.8,143.0,10.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T03:00:00,8.0,0.006,0.0,360.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T04:00:00,7.9,0.177,0.0,0.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T05:00:00,7.0,0.0,7.6,350.0,10.0,88.0,Partially cloudy
2025-03-01,2025-03-01T06:00:00,7.0,0.003,7.6,360.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T07:00:00,7.0,0.596,3.6,4.0,10.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T08:00:00,7.0,0.011,7.6,360.0,9.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T09:00:00,7.9,0.005,7.6,360.0,8.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T10:00:00,8.0,0.433,9.4,10.0,8.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T11:00:00,8.0,0.0,11.2,20.0,10.0,88.0,Partially cloudy
2025-03-01,2025-03-01T12:00:00,7.0,0.0,7.6,30.0,10.0,88.0,Partially cloudy
2025-03-01,2025-03-01T13:00:00,6.9,0.077,11.2,20.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T14:00:00,6.9,0.005,14.8,30.0,10.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T15:00:00,6.0,0.008,11.2,50.0,10.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T16:00:00,6.9,0.867,9.4,20.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T17:00:00,6.0,0.014,9.4,20.0,10.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T18:00:00,6.0,0.005,9.4,30.0,9.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T19:00:00,5.9,2.928,11.2,10.0,8.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T20:00:00,5.9,0.011,7.6,20.0,9.0,100.0,"Rain, Overcast"
2025-03-01,2025-03-01T21:00:00,5.0,0.01,11.2,10.0,8.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T22:00:00,4.9,3.549,11.2,10.0,8.0,88.0,"Rain, Partially cloudy"
2025-03-01,2025-03-01T23:00:00,4.9,0.003,13.0,350.0,10.0,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T00:00:00,4.6,0.0,13.2,344.0,17.2,99.1,Overcast
2025-03-02,2025-03-02T01:00:00,4.2,0.894,15.1,345.0,23.4,97.1,"Rain, Overcast"
2025-03-02,2025-03-02T02:00:00,3.5,0.0,11.9,3.0,16.3,97.8,Overcast
2025-03-02,2025-03-02T03:00:00,2.9,0.0,13.7,3.0,28.0,90.4,Overcast
2025-03-02,2025-03-02T04:00:00,2.9,0.089,11.6,3.0,28.0,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T05:00:00,3.2,0.0,10.1,21.0,22.7,100.0,Overcast
2025-03-02,2025-03-02T06:00:00,3.2,0.0,12.1,30.0,19.1,100.0,Overcast
2025-03-02,2025-03-02T07:00:00,3.3,0.78,13.3,12.0,24.3,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T08:00:00,3.2,0.0,11.9,4.0,24.4,100.0,Overcast
2025-03-02,2025-03-02T09:00:00,3.3,0.0,10.4,347.0,16.0,100.0,Overcast
2025-03-02,2025-03-02T10:00:00,3.7,0.347,10.1,22.0,14.3,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T11:00:00,3.6,0.0,13.3,40.0,8.2,100.0,Overcast
2025-03-02,2025-03-02T12:00:00,3.6,0.0,10.4,32.0,11.6,99.6,Overcast
2025-03-02,2025-03-02T13:00:00,4.2,2.873,13.6,13.0,13.1,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T14:00:00,4.7,0.011,8.5,22.0,9.7,99.7,"Rain, Overcast"
2025-03-02,2025-03-02T15:00:00,4.7,0.008,6.2,68.0,2.5,99.3,"Rain, Overcast"
2025-03-02,2025-03-02T16:00:00,4.7,4.383,6.0,33.0,8.7,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T17:00:00,4.5,0.014,11.5,12.0,15.8,99.3,"Rain, Overcast"
2025-03-02,2025-03-02T18:00:00,4.5,0.008,8.6,3.0,9.8,99.3,"Rain, Overcast"
2025-03-02,2025-03-02T19:00:00,4.1,2.356,13.4,355.0,18.5,99.7,"Rain, Overcast"
2025-03-02,2025-03-02T20:00:00,5.1,0.0,10.8,39.6,,97.0,Overcast
2025-03-02,2025-03-02T21:00:00,4.4,0.008,8.3,354.0,6.6,99.5,"Rain, Overcast"
2025-03-02,2025-03-02T22:00:00,4.7,0.715,9.9,337.0,28.0,100.0,"Rain, Overcast"
2025-03-02,2025-03-02T23:00:00,4.9,0.0,9.9,21.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T00:00:00,5.1,0.0,9.8,3.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T01:00:00,5.1,0.0,8.3,21.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T02:00:00,5.2,0.0,9.8,20.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T03:00:00,5.2,0.0,8.0,355.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T04:00:00,5.4,0.626,7.9,355.0,23.5,100.0,"Rain, Overcast"
2025-03-03,2025-03-03T05:00:00,5.3,0.0,4.5,11.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T06:00:00,5.4,0.003,9.6,354.0,27.9,100.0,"Rain, Overcast"
2025-03-03,2025-03-03T07:00:00,5.7,0.837,11.2,352.0,29.6,100.0,"Rain, Overcast"
2025-03-03,2025-03-03T08:00:00,5.9,0.0,8.2,14.0,27.4,90.9,Overcast
2025-03-03,2025-03-03T09:00:00,6.9,0.0,8.3,22.0,10.0,99.7,Overcast
2025-03-03,2025-03-03T10:00:00,7.3,0.0,8.5,14.0,21.3,99.2,Overcast
2025-03-03,2025-03-03T11:00:00,7.8,0.0,10.1,6.0,14.5,98.8,Overcast
2025-03-03,2025-03-03T12:00:00,8.8,0.0,11.5,15.0,27.4,90.5,Overcast
2025-03-03,2025-03-03T13:00:00,10.0,0.904,10.5,33.0,29.1,91.0,"Rain, Overcast"
2025-03-03,2025-03-03T14:00:00,10.2,0.003,8.8,42.0,25.3,98.8,"Rain, Overcast"
2025-03-03,2025-03-03T15:00:00,10.3,0.0,4.9,49.0,27.3,99.7,Overcast
2025-03-03,2025-03-03T16:00:00,9.8,2.601,8.1,41.0,11.5,99.7,"Rain, Overcast"
2025-03-03,2025-03-03T17:00:00,9.8,0.011,8.3,31.0,27.1,99.2,"Rain, Overcast"
2025-03-03,2025-03-03T18:00:00,10.0,0.005,10.4,40.0,27.5,90.9,"Rain, Overcast"
2025-03-03,2025-03-03T19:00:00,9.8,0.591,8.4,41.0,29.2,82.1,"Rain, Partially cloudy"
2025-03-03,2025-03-03T20:00:00,9.7,0.0,4.3,6.0,28.0,99.6,Overcast
2025-03-03,2025-03-03T21:00:00,9.2,0.0,4.1,22.0,28.0,99.6,Overcast
2025-03-03,2025-03-03T22:00:00,9.1,0.0,7.3,30.0,28.0,100.0,Overcast
2025-03-03,2025-03-03T23:00:00,8.9,0.0,7.5,22.0,28.0,100.0,Overcast
2025-03-04,2025-03-04T00:00:00,8.9,0.0,3.6,31.0,28.0,99.6,Overcast
2025-03-04,2025-03-04T01:00:00,8.6,0.536,9.0,352.0,9.9,99.1,"Rain, Overcast"
2025-03-04,2025-03-04T02:00:00,8.4,0.0,9.0,325.0,12.4,99.1,Overcast
2025-03-04,2025-03-04T03:00:00,8.2,0.0,10.9,336.0,27.9,81.9,Partially cloudy
2025-03-04,2025-03-04T04:00:00,8.2,0.715,12.7,337.0,28.0,90.0,"Rain, Partially cloudy"
2025-03-04,2025-03-04T05:00:00,8.2,0.0,9.3,346.0,28.0,100.0,Overcast
2025-03-04,2025-03-04T06:00:00,7.6,0.0,9.3,353.0,28.0,96.9,Overcast
2025-03-04,2025-03-04T07:00:00,6.8,1.772,9.2,345.0,29.3,51.9,"Rain, Partially cloudy"
2025-03-04,2025-03-04T08:00:00,6.9,0.0,2.8,31.0,27.5,82.1,Partially cloudy
2025-03-04,2025-03-04T09:00:00,7.5,0.0,1.3,44.0,27.5,100.0,Overcast
2025-03-04,2025-03-04T10:00:00,8.4,0.0,8.1,357.0,28.8,100.0,Overcast
2025-03-04,2025-03-04T11:00:00,10.3,0.0,9.8,354.0,26.6,90.3,Overcast
2025-03-04,2025-03-04T12:00:00,12.5,0.0,8.2,32.0,27.5,80.0,Partially cloudy
2025-03-04,2025-03-04T13:00:00,13.2,0.0,8.0,24.0,29.0,91.3,Overcast
2025-03-04,2025-03-04T14:00:00,14.9,0.0,5.8,33.0,27.5,64.4,Partially cloudy
2025-03-04,2025-03-04T15:00:00,15.3,0.0,5.3,198.0,27.5,90.9,Overcast
2025-03-04,2025-03-04T16:00:00,12.2,2.601,10.3,260.0,9.5,90.4,"Rain, Overcast"
2025-03-04,2025-03-04T17:00:00,11.6,0.014,10.4,3.0,8.9,96.9,"Rain, Overcast"
2025-03-04,2025-03-04T18:00:00,11.1,0.136,12.6,349.0,27.2,90.4,"Rain, Overcast"
2025-03-04,2025-03-04T19:00:00,10.3,0.435,12.7,355.0,29.0,90.9,"Rain, Overcast"
2025-03-04,2025-03-04T20:00:00,9.7,0.014,11.2,327.0,16.4,90.4,"Rain, Overcast"
2025-03-04,2025-03-04T21:00:00,9.7,0.003,7.9,5.0,27.9,90.9,"Rain, Overcast"
2025-03-04,2025-03-04T22:00:00,9.6,0.094,9.3,325.0,28.8,90.5,"Rain, Overcast"
2025-03-04,2025-03-04T23:00:00,9.2,0.0,8.0,337.0,28.0,90.0,Partially cloudy
2025-03-05,2025-03-05T00:00:00,8.7,0.0,11.0,330.0,28.0,99.6,Overcast
2025-03-05,2025-03-05T01:00:00,8.7,0.094,9.2,334.0,28.8,99.5,"Rain, Overcast"
2025-03-05,2025-03-05T02:00:00,8.6,0.0,11.0,335.0,28.0,97.8,Overcast
2025-03-05,2025-03-05T03:00:00,8.7,0.0,7.6,343.0,28.8,100.0,Overcast
2025-03-05,2025-03-05T04:00:00,8.7,0.0,9.2,345.0,25.1,99.5,Overcast
2025-03-05,2025-03-05T05:00:00,8.7,0.003,7.8,337.0,16.4,96.4,"Rain, Overcast"
2025-03-05,2025-03-05T06:00:00,8.7,0.003,11.0,354.0,21.4,100.0,"Rain, Overcast"
2025-03-05,2025-03-05T07:00:00,8.4,0.005,12.9,354.0,24.3,99.1,"Rain, Overcast"
2025-03-05,2025-03-05T08:00:00,8.1,0.0,14.3,354.0,23.1,90.4,Overcast
2025-03-05,2025-03-05T09:00:00,8.9,0.0,11.4,5.0,14.5,98.8,Overcast
2025-03-05,2025-03-05T10:00:00,9.6,0.0,8.7,6.0,28.3,99.2,Overcast
2025-03-05,2025-03-05T11:00:00,10.7,0.0,8.5,25.0,27.4,96.2,Overcast
2025-03-05,2025-03-05T12:00:00,10.8,0.0,10.0,14.0,15.3,97.1,Overcast
2025-03-05,2025-03-05T13:00:00,11.8,0.173,11.6,15.0,16.9,99.7,"Rain, Overcast"
2025-03-05,2025-03-05T14:00:00,12.3,0.008,4.8,7.0,15.2,98.8,"Rain, Overcast"
2025-03-05,2025-03-05T15:00:00,13.5,0.0,8.4,35.0,27.4,98.8,Overcast
2025-03-05,2025-03-05T16:00:00,12.8,0.087,13.1,142.0,29.0,99.2,"Rain, Overcast"
2025-03-05,2025-03-05T17:00:00,12.6,0.0,4.7,55.0,27.5,98.8,Overcast
2025-03-05,2025-03-05T18:00:00,12.3,0.0,1.4,82.0,27.5,99.2,Overcast
2025-03-05,2025-03-05T19:00:00,11.5,0.173,5.8,343.0,20.5,99.7,"Rain, Overcast"
2025-03-05,2025-03-05T20:00:00,11.2,0.0,0.8,62.0,26.2,99.5,Overcast
2025-03-05,2025-03-05T21:00:00,10.7,0.0,4.2,36.0,27.9,99.5,Overcast
2025-03-05,2025-03-05T22:00:00,11.1,0.0,5.7,52.0,28.0,100.0,Overcast
2025-03-05,2025-03-05T23:00:00,10.7,0.0,4.0,43.0,28.0,99.1,Overcast
2025-03-06,2025-03-06T00:00:00,9.9,0.006,2.4,33.0,21.6,100.0,"Rain, Overcast"
2025-03-06,2025-03-06T01:00:00,9.5,0.536,10.9,327.0,27.9,99.5,"Rain, Overcast"
2025-03-06,2025-03-06T02:00:00,9.2,0.006,10.9,336.0,16.1,100.0,"Rain, Overcast"
2025-03-06,2025-03-06T03:00:00,8.9,0.009,10.9,343.0,24.9,100.0,"Rain, Overcast"
2025-03-06,2025-03-06T04:00:00,8.7,0.894,7.7,356.0,8.3,99.6,"Rain, Overcast"
2025-03-06,2025-03-06T05:00:00,8.6,0.008,11.0,355.0,12.6,99.6,"Rain, Overcast"
2025-03-06,2025-03-06T06:00:00,8.7,0.003,9.2,345.0,24.4,100.0,"Rain, Overcast"
2025-03-06,2025-03-06T07:00:00,8.9,0.944,4.2,14.0,28.8,100.0,"Rain, Overcast"
2025-03-06,2025-03-06T08:00:00,8.9,0.0,1.3,83.0,20.4,99.7,Overcast
2025-03-06,2025-03-06T09:00:00,9.7,0.005,8.1,120.0,27.1,99.7,"Rain, Overcast"
2025-03-06,2025-03-06T10:00:00,11.0,0.0,13.3,138.0,28.0,99.7,Overcast
2025-03-06,2025-03-06T11:00:00,11.3,0.0,20.3,139.0,27.4,99.3,Overcast
2025-03-06,2025-03-06T12:00:00,11.6,0.0,18.6,131.0,26.5,90.8,Overcast
2025-03-06,2025-03-06T13:00:00,13.0,0.196,25.7,141.0,28.3,98.6,"Rain, Overcast"
2025-03-06,2025-03-06T14:00:00,13.2,0.003,22.2,139.0,27.4,99.3,"Rain, Overcast"
2025-03-06,2025-03-06T15:00:00,12.9,0.003,26.6,139.0,15.3,98.8,"Rain, Overcast"
2025-03-06,2025-03-06T16:00:00,12.2,0.173,14.6,130.0,9.4,99.2,"Rain, Overcast"
2025-03-06,2025-03-06T17:00:00,12.2,0.0,14.4,148.0,3.0,99.2,Overcast
2025-03-06,2025-03-06T18:00:00,10.4,0.0,11.9,297.0,26.2,99.2,Overcast
2025-03-06,2025-03-06T19:00:00,9.6,1.56,11.6,334.0,7.8,98.8,"Rain, Overcast"
2025-03-06,2025-03-06T20:00:00,9.5,0.003,5.1,20.0,4.7,96.4,"Rain, Overcast"
2025-03-06,2025-03-06T21:00:00,9.5,0.003,3.7,21.0,10.0,97.1,"Rain, Overcast"
2025-03-06,2025-03-06T22:00:00,9.4,8.938,0.4,75.0,9.1,97.1,"Rain, Overcast"
2025-03-06,2025-03-06T23:00:00,9.3,0.006,0.6,73.0,6.1,78.0,"Rain, Partially cloudy"
2025-03-07,2025-03-07T00:00:00,9.4,0.006,0.3,15.0,9.7,90.9,"Rain, Overcast"
2025-03-07,2025-03-07T01:00:00,9.4,0.0,0.3,56.0,9.9,90.5,Overcast
2025-03-07,2025-03-07T02:00:00,9.2,0.0,1.9,328.0,10.0,90.0,Partially cloudy
2025-03-07,2025-03-07T03:00:00,8.5,0.0,0.8,119.0,9.2,87.5,Partially cloudy
2025-03-07,2025-03-07T04:00:00,8.2,0.0,0.9,126.0,5.7,62.8,Partially cloudy
2025-03-07,2025-03-07T05:00:00,8.0,0.0,0.8,150.0,7.4,61.5,Partially cloudy
2025-03-07,2025-03-07T06:00:00,8.2,0.0,0.7,105.0,4.8,87.3,Partially cloudy
2025-03-07,2025-03-07T07:00:00,8.2,0.031,0.9,113.0,8.8,97.6,"Rain, Overcast"
2025-03-07,2025-03-07T08:00:00,8.2,0.0,4.2,126.0,10.8,77.0,Partially cloudy
2025-03-07,2025-03-07T09:00:00,8.7,0.0,4.1,119.0,10.0,88.4,Partially cloudy
2025-03-07,2025-03-07T10:00:00,9.6,0.0,2.7,101.0,12.8,100.0,Overcast
2025-03-07,2025-03-07T11:00:00,10.3,0.0,8.0,121.0,14.3,100.0,Overcast
2025-03-07,2025-03-07T12:00:00,10.3,0.0,21.3,139.0,8.6,99.6,Overcast
2025-03-07,2025-03-07T13:00:00,10.3,2.69,15.2,131.0,7.1,100.0,"Rain, Overcast"
2025-03-07,2025-03-07T14:00:00,10.7,0.0,11.7,141.0,8.0,99.6,Overcast
2025-03-07,2025-03-07T15:00:00,11.4,0.0,16.4,149.0,15.0,90.0,Partially cloudy
2025-03-07,2025-03-07T16:00:00,12.0,1.734,21.3,149.0,9.6,99.5,"Rain, Overcast"
2025-03-07,2025-03-07T17:00:00,12.2,0.0,23.0,141.0,22.8,99.1,Overcast
2025-03-07,2025-03-07T18:00:00,11.6,0.008,17.0,193.0,6.4,99.5,"Rain, Overcast"
2025-03-07,2025-03-07T19:00:00,9.4,8.331,8.7,132.0,11.3,99.2,"Rain, Overcast"
2025-03-07,2025-03-07T20:00:00,10.2,0.042,14.8,131.0,28.0,88.0,"Rain, Partially cloudy"
2025-03-07,2025-03-07T21:00:00,10.1,0.0,16.5,140.0,28.0,80.9,Partially cloudy
2025-03-07,2025-03-07T22:00:00,9.8,0.179,26.8,140.0,28.0,88.7,"Rain, Partially cloudy"
2025-03-07,2025-03-07T23:00:00,9.9,0.0,13.5,141.0,28.0,99.1,Overcast
2025-03-08,2025-03-08T00:00:00,10.3,0.0,20.3,150.0,28.8,97.4,Overcast
2025-03-08,2025-03-08T01:00:00,10.3,0.447,18.8,170.0,14.5,99.5,"Rain, Overcast"
2025-03-08,2025-03-08T02:00:00,9.6,0.014,14.8,141.0,14.4,100.0,"Rain, Overcast"
2025-03-08,2025-03-08T03:00:00,9.4,0.003,9.9,131.0,28.0,81.9,"Rain, Partially cloudy"
2025-03-08,2025-03-08T04:00:00,9.4,2.681,13.5,160.0,11.8,88.7,"Rain, Partially cloudy"
2025-03-08,2025-03-08T05:00:00,8.9,0.0,6.7,105.0,28.0,96.7,Overcast
2025-03-08,2025-03-08T06:00:00,8.9,0.0,13.1,148.0,28.0,99.6,Overcast
2025-03-08,2025-03-08T07:00:00,8.8,0.259,8.4,130.0,28.7,95.8,"Rain, Overcast"
2025-03-08,2025-03-08T08:00:00,9.2,0.0,22.0,149.0,28.0,87.3,Partially cloudy
2025-03-08,2025-03-08T09:00:00,10.0,0.0,25.0,129.0,27.4,90.7,Overcast
2025-03-08,2025-03-08T10:00:00,10.4,0.173,21.7,129.0,27.2,100.0,"Rain, Overcast"
2025-03-08,2025-03-08T11:00:00,10.2,0.003,29.6,147.0,5.8,99.1,"Rain, Overcast"
2025-03-08,2025-03-08T12:00:00,10.1,0.027,25.9,130.0,11.3,99.5,"Rain, Overcast"
2025-03-08,2025-03-08T13:00:00,10.8,4.785,31.4,141.0,12.7,100.0,"Rain, Overcast"
2025-03-08,2025-03-08T14:00:00,11.3,0.041,35.2,160.0,6.0,99.6,"Rain, Overcast"
2025-03-08,2025-03-08T15:00:00,11.0,0.163,35.8,181.0,27.2,98.8,"Rain, Overcast"
2025-03-08,2025-03-08T16:00:00,9.1,6.068,25.8,171.0,6.4,99.2,"Rain, Overcast"
2025-03-08,2025-03-08T17:00:00,8.3,0.041,22.2,190.0,13.1,99.1,"Rain, Overcast"
2025-03-08,2025-03-08T18:00:00,8.3,0.027,18.0,171.0,27.3,99.2,"Rain, Overcast"
2025-03-08,2025-03-08T19:00:00,8.1,3.042,11.9,169.0,28.7,79.8,"Rain, Partially cloudy"
2025-03-08,2025-03-08T20:00:00,8.1,0.0,21.3,149.0,28.0,78.5,Partially cloudy
2025-03-08,2025-03-08T21:00:00,7.5,0.0,13.7,184.0,27.9,90.0,Partially cloudy
2025-03-08,2025-03-08T22:00:00,6.6,0.894,13.1,191.0,7.5,90.0,"Rain, Partially cloudy"
2025-03-08,2025-03-08T23:00:00,6.5,0.028,9.4,175.0,28.0,97.3,"Rain, Overcast"
2025-03-09,2025-03-09T00:00:00,6.1,0.014,11.1,191.0,27.8,100.0,"Rain, Overcast"
2025-03-09,2025-03-09T01:00:00,5.8,0.358,11.1,183.0,27.9,80.9,"Rain, Partially cloudy"
2025-03-09,2025-03-09T02:00:00,5.8,0.0,12.6,185.0,28.0,90.4,Overcast
2025-03-09,2025-03-09T03:00:00,4.7,0.0,5.7,162.0,28.0,51.9,Partially cloudy
2025-03-09,2025-03-09T04:00:00,3.8,0.0,4.0,134.0,28.0,53.7,Partially cloudy
2025-03-09,2025-03-09T05:00:00,3.3,0.0,5.7,44.0,20.9,53.7,Partially cloudy
2025-03-09,2025-03-09T06:00:00,3.6,0.0,7.7,134.0,25.3,48.1,Partially cloudy
2025-03-09,2025-03-09T07:00:00,3.1,0.73,5.9,124.0,25.3,40.9,"Rain, Partially cloudy"
2025-03-09,2025-03-09T08:00:00,3.5,0.0,4.3,89.0,20.9,80.9,Partially cloudy
2025-03-09,2025-03-09T09:00:00,4.6,0.0,11.6,134.0,27.2,99.3,Overcast
2025-03-09,2025-03-09T10:00:00,5.9,0.0,17.6,170.0,20.0,99.7,Overcast
2025-03-09,2025-03-09T11:00:00,6.7,0.005,16.8,183.0,27.4,90.0,"Rain, Partially cloudy"
2025-03-09,2025-03-09T12:00:00,8.0,0.0,18.4,201.0,27.3,90.0,Partially cloudy
2025-03-09,2025-03-09T13:00:00,8.0,0.948,12.4,166.0,29.1,89.7,"Rain, Partially cloudy"
2025-03-09,2025-03-09T14:00:00,9.9,0.008,19.9,201.0,27.5,81.2,"Rain, Partially cloudy"
2025-03-09,2025-03-09T15:00:00,10.3,0.0,21.6,215.0,27.5,81.2,Partially cloudy
2025-03-09,2025-03-09T16:00:00,9.7,0.0,21.4,204.0,29.2,81.6,Partially cloudy
2025-03-09,2025-03-09T17:00:00,9.6,0.0,16.0,210.0,27.5,86.2,Partially cloudy
2025-03-09,2025-03-09T18:00:00,10.0,0.0,13.3,185.0,27.5,80.0,Partially cloudy
2025-03-09,2025-03-09T19:00:00,8.2,0.0,24.3,204.0,27.3,89.7,Partially cloudy
2025-03-09,2025-03-09T20:00:00,7.1,0.028,11.1,238.0,27.8,90.0,"Rain, Partially cloudy"
2025-03-09,2025-03-09T21:00:00,6.6,0.008,3.8,138.0,27.8,78.6,"Rain, Partially cloudy"
2025-03-09,2025-03-09T22:00:00,6.2,1.788,7.2,135.0,28.0,63.3,"Rain, Partially cloudy"
2025-03-09,2025-03-09T23:00:00,6.2,0.0,8.9,140.0,22.7,63.7,Partially cloudy
2025-03-10,2025-03-10T00:00:00,6.0,0.0,5.7,121.0,11.9,76.3,Partially cloudy
2025-03-10,2025-03-10T01:00:00,5.8,0.0,7.2,157.0,27.1,88.7,Partially cloudy
2025-03-10,2025-03-10T02:00:00,5.6,0.003,5.3,118.0,16.2,100.0,"Rain, Overcast"
2025-03-10,2025-03-10T03:00:00,5.8,0.0,5.3,120.0,22.6,90.4,Overcast
2025-03-10,2025-03-10T04:00:00,5.6,0.0,2.1,126.0,14.6,99.6,Overcast
2025-03-10,2025-03-10T05:00:00,5.6,0.0,0.3,180.0,18.2,90.9,Overcast
2025-03-10,2025-03-10T06:00:00,5.8,0.006,3.8,120.0,24.4,99.6,"Rain, Overcast"
2025-03-10,2025-03-10T07:00:00,5.8,0.523,7.5,139.0,13.3,100.0,"Rain, Overcast"
2025-03-10,2025-03-10T08:00:00,6.0,0.003,3.6,131.0,9.0,90.8,"Rain, Overcast"
2025-03-10,2025-03-10T09:00:00,6.6,0.003,7.2,150.0,9.0,90.0,"Rain, Partially cloudy"
2025-03-10,2025-03-10T10:00:00,7.1,0.087,7.9,151.0,28.9,99.7,"Rain, Overcast"
2025-03-10,2025-03-10T11:00:00,8.5,0.0,14.4,151.0,27.5,90.0,Partially cloudy
2025-03-10,2025-03-10T12:00:00,9.3,0.0,9.1,153.0,27.5,90.3,Overcast
2025-03-10,2025-03-10T13:00:00,9.8,0.0,13.0,171.0,30.1,90.6,Overcast
2025-03-10,2025-03-10T14:00:00,10.7,0.0,12.6,170.0,27.5,90.0,Partially cloudy
2025-03-10,2025-03-10T15:00:00,10.8,0.0,14.4,161.0,27.5,87.4,Partially cloudy
2025-03-10,2025-03-10T16:00:00,11.4,0.0,11.3,125.0,29.2,81.6,Partially cloudy
2025-03-10,2025-03-10T17:00:00,11.2,0.0,13.0,138.0,27.4,88.3,Partially cloudy
2025-03-10,2025-03-10T18:00:00,10.5,0.0,11.0,121.0,20.5,99.1,Overcast
2025-03-10,2025-03-10T19:00:00,9.5,1.088,10.1,121.0,8.1,99.7,"Rain, Overcast"
2025-03-10,2025-03-10T20:00:00,9.2,0.014,16.8,141.0,9.7,90.0,"Rain, Partially cloudy"
2025-03-10,2025-03-10T21:00:00,8.5,0.028,28.0,191.0,27.8,97.6,"Rain, Overcast"
2025-03-10,2025-03-10T22:00:00,8.1,5.363,15.0,190.0,14.6,99.6,"Rain, Overcast"
2025-03-10,2025-03-10T23:00:00,7.8,0.0,14.9,162.0,10.1,97.6,Overcast
